index,source,translation,score
2553,Create a MySQL query which sorts the employees in an alphabetcial order according to their last name...,Buat pertanyaan MySQL yang menyusun pekerja dalam susunan abjad mengikut nama terakhir mereka.,-0.01988419145345688
2554,Generate code to efficiently count the number of occurrences of a target value in an array.,Menjana kod untuk mengira dengan cekap jumlah kejadian nilai sasaran dalam array.,0.17393392324447632
2555,Generate a form of encryption that rearranges characters based on the order of the alphabets.,Menjana bentuk penyulitan yang menyusun semula aksara berdasarkan susunan abjad.,0.13459862768650055
2556,Create a function that computes the factorial of a given number using a loop.,Buat fungsi yang mengira faktorial nombor tertentu menggunakan gelung.,-0.5986698269844055
2557,Generate a code snippet that prints the specified string.,Menjana coretan kod yang mencetak rentetan yang ditentukan.,-0.4243396520614624
2558,Modify this program such that it takes input as a string - First name and Last Name,Ubah suai program ini sehingga memerlukan input sebagai rentetan - nama pertama dan nama belakang,-0.011688772588968277
2559,Can you write a program to sort a given string using quick sort?,Bolehkah anda menulis program untuk menyusun rentetan yang diberikan dengan cepat?,-0.12531523406505585
2560,Generate a Python script to filter a list of words by length.,Menjana skrip python untuk menapis senarai perkataan dengan panjang.,-0.5383837819099426
2561,Write a regular expression to check if a given string is an email address.,Tulis ungkapan biasa untuk memeriksa sama ada rentetan yang diberikan adalah alamat e -mel.,-0.455166757106781
2562,Rewrite a given recursive code into an iterative one.,Tulis semula kod rekursif yang diberikan kepada yang berulang.,-0.2445215880870819
2563,Generate a function that returns the nth number in the series of numbers where the difference betwee...,Menjana fungsi yang mengembalikan nombor ke dalam siri nombor di mana perbezaan antara istilah bertu...,-0.7435505390167236
2564,Generate a program that counts the frequency of words in a sentence,Menjana program yang mengira kekerapan perkataan dalam ayat,0.13798341155052185
2565,Construct a function that computes the sum of pairwise product of the two lists.,Membina fungsi yang mengira jumlah produk pasangan dari kedua -dua senarai.,-0.7336181998252869
2566,Generate an SQL query to select all records from a table with the same name as the given string.,Menjana pertanyaan SQL untuk memilih semua rekod dari jadual dengan nama yang sama dengan rentetan y...,-0.3165771961212158
2567,Sum the integers in a Python list.,Jumlah bilangan bulat dalam senarai python.,-0.48844394087791443
2568,Explain the following code,Terangkan kod berikut,0.6288925409317017
2569,Generate a java for loop to sum the elements of a given array.,Menjana java untuk gelung untuk menyimpulkan unsur -unsur array yang diberikan.,-0.7099656462669373
2570,Create a function to sort an array of objects by the name property.,Buat fungsi untuk menyusun pelbagai objek oleh Nama Harta.,-0.6852571368217468
2571,Generate a valid regular expression to match a given pattern,Menjana ungkapan biasa yang sah untuk memadankan corak yang diberikan,-0.42890241742134094
2572,Modify the selection sort algorithm to sort an array of integers in descending order.,Ubah suai algoritma jenis pemilihan untuk menyusun pelbagai bilangan bulat dalam urutan menurun.,-0.06657679378986359
2573,Create a Julia function to binarize an input array,Buat fungsi Julia untuk membatalkan pelbagai input,-0.5302044153213501
2574,Write a python program to filter a list of numbers and remove those that are divisible by 3.,Tulis program Python untuk menapis senarai nombor dan keluarkan yang boleh dibahagikan dengan 3.,0.06905591487884521
2575,Generate a report summarizing the results of a survey.,Menjana laporan yang meringkaskan hasil tinjauan.,0.18547098338603973
2576,Generate a program in C programming language to find the maximum element in an array of numbers.,Menjana program dalam bahasa pengaturcaraan C untuk mencari elemen maksimum dalam pelbagai nombor.,0.2633107602596283
2577,Construct a master-detail interface in React.,Bina antara muka pengetua induk dalam React.,-0.6746183633804321
2578,Reverse the contents of the following list:,Balikkan kandungan senarai berikut:,-0.41958725452423096
2579,Create an algorithm for automatic text summarization,Buat algoritma untuk ringkasan teks automatik,0.3025500774383545
2580,Modify the following code snippet to check if the given string has a unique character set.,Ubah suai coretan kod berikut untuk memeriksa sama ada rentetan yang diberikan mempunyai set aksara ...,-0.06660547852516174
2581,Produce a SQL query to calculate the average salary of the employees in the department 'Computer Sci...,Menghasilkan pertanyaan SQL untuk mengira gaji purata pekerja dalam 'sains komputer' jabatan.,-0.3655048906803131
2582,Develop a code to compute the average of n numbers,Mengembangkan kod untuk mengira purata nombor n,-0.15500131249427795
2583,Edit the following HTML snippet to include a submit button at the bottom of the form.,Edit coretan HTML berikut untuk memasukkan butang hantar di bahagian bawah borang.,0.4507908523082733
2584,Formulate a C# function which takes an array of strings and prints them out in alphabetical order.,Merumuskan fungsi C# yang mengambil pelbagai rentetan dan mencetaknya dalam susunan abjad.,-0.09316147863864899
2585,Create a SQL query for retrieving records in a table.,Buat pertanyaan SQL untuk mendapatkan rekod dalam jadual.,-0.24977317452430725
2586,Create a C program that takes a variable as input and rearranges its characters in alphabetical orde...,Buat program C yang mengambil pembolehubah sebagai input dan menyusun semula watak -wataknya dalam s...,0.020667940378189087
2587,Create an R script that takes in a list of numbers and returns the elements that are greater than th...,Buat skrip R yang mengambil senarai nombor dan mengembalikan unsur -unsur yang lebih besar daripada ...,-0.7715023756027222
2588,Create a program to normalize a given frequency array by dividing each value by the sum of all value...,Buat program untuk menormalkan pelbagai frekuensi yang diberikan dengan membahagikan setiap nilai de...,-0.07958999276161194
2589,Write a Python function to sort a list of dictionaries according to a certain key.,Tulis fungsi python untuk menyusun senarai kamus mengikut kunci tertentu.,0.08487695455551147
2590,Convert a string to a list of words.,Tukar rentetan ke senarai perkataan.,-0.3546569049358368
2591,Generate a function that can be used to sort a given Python list in ascending order,Menjana fungsi yang boleh digunakan untuk menyusun senarai python yang diberikan dalam urutan menaik,-0.06628189980983734
2592,Create a basic web page with a form to send a simple message to an email inbox.,Buat laman web asas dengan borang untuk menghantar mesej mudah ke peti masuk e -mel.,0.17701339721679688
2593,Use an open source library to calculate the median of a given list of numbers?,Gunakan perpustakaan sumber terbuka untuk mengira median senarai nombor yang diberikan?,-0.40414735674858093
2594,What is the most efficient algorithm that computes the average of a series of numbers?,Apakah algoritma yang paling berkesan yang mengira purata siri nombor?,0.11915387213230133
2595,Create a function in R to calculate the standard deviation of a given sample.,Buat fungsi dalam r untuk mengira sisihan piawai sampel yang diberikan.,-0.5015143752098083
2596,Write a function to calculate the mean squared error between the target and the predictions.,Tulis fungsi untuk mengira kesilapan kuadrat min antara sasaran dan ramalan.,-0.023311395198106766
2597,Create a Python program to crop a list to a specific length,Buat program python untuk menanam senarai dengan panjang tertentu,-0.26568445563316345
2598,Generate a program to print out all the possible substrings of a given string,Menjana program untuk mencetak semua substrings mungkin rentetan yang diberikan,-0.5492414832115173
2599,Develop a PHP function to sort an array of items,Mengembangkan fungsi PHP untuk menyusun pelbagai item,0.043998152017593384
2600,Write a code to sort a given dictionary by value.,Tulis kod untuk menyusun kamus yang diberikan mengikut nilai.,-0.07585945725440979
2601,Generate a unique random 4 digit code using JavaScript.,Menjana kod rawak 4 digit yang unik menggunakan JavaScript.,0.5237684845924377
2602,Develop a Python script which sorts a list of names in alphabetical order,Kembangkan skrip python yang menyusun senarai nama dalam susunan abjad,-0.19423158466815948
2603,Modify the code below so that it provides error handling.,Ubah suai kod di bawah supaya ia menyediakan pengendalian ralat.,0.0652272179722786
2604,Document a Ruby method that computes the factor of a given number.,Dokumen kaedah ruby yang mengira faktor nombor tertentu.,-0.7171448469161987
2605,Generate a program to create an HTML page and display a table,Menjana program untuk membuat halaman HTML dan memaparkan jadual,0.30940547585487366
2606,Develop a Rust program for sorting an array of integers.,Membangunkan program karat untuk menyusun pelbagai bilangan bulat.,-0.9647701382637024
2607,Update the following code to be thread safe.,Kemas kini kod berikut untuk menjadi benang selamat.,-0.3090290129184723
2608,Generate a sql statement to display the top 3 salaried employee in the company,Menjana pernyataan SQL untuk memaparkan pekerja 3 yang digariskan di syarikat itu,-0.3827753961086273
2609,Suggest a solution to traverse a binary tree in breadth-first order.,Cadangkan penyelesaian untuk melintasi pokok binari dalam urutan pertama.,-0.2446689009666443
2610,Design a program that finds all the prime numbers up to a user-defined limit,Reka Program yang Menemukan Semua Nombor Perdana sehingga Had yang Ditetapkan Pengguna,-0.2006438970565796
2611,Generate an algorithm to convert a given integer number to its Roman Numeral representation.,Menjana algoritma untuk menukar nombor integer yang diberikan kepada perwakilan angka Romannya.,-0.2771315276622772
2612,Create a function to find the most frequency occurring group of three characters from a given list,Buat fungsi untuk mencari kumpulan kekerapan yang paling banyak berlaku tiga aksara dari senarai ter...,-0.4368820786476135
2613,"Given a list of strings, write a function to sort them alphabetically without using the built-in sor...","Memandangkan senarai rentetan, tulis fungsi untuk menyusunnya mengikut abjad tanpa menggunakan fungs...",-0.5019084811210632
2614,Create a neural network with 3 layers of 7 neurons each to predict the probability of passage of a b...,Buat rangkaian saraf dengan 3 lapisan 7 neuron masing -masing untuk meramalkan kebarangkalian laluan...,-0.04455842450261116
2615,Write a Python program to calculate the mean and standard deviation of an array of numbers.,Tulis program Python untuk mengira sisihan min dan piawai pelbagai nombor.,-0.36351892352104187
2616,"Construct a Postgres database table that stores records of cars, their owners, and the owners' email...","Membina jadual pangkalan data Postgres yang menyimpan rekod kereta, pemiliknya, dan e -mel pemilik.",0.04770359396934509
2617,Create a CSS Zoom effect when hovering over a Button element.,Buat kesan zum CSS apabila melayang di atas elemen butang.,-0.971668004989624
2618,Generate the Python code that calculates the numbers of characters in a given string.,Menjana kod python yang mengira bilangan aksara dalam rentetan yang diberikan.,0.032401591539382935
2619,Identify the bug in the following Python code snippet and suggestion a fix.,Kenal pasti pepijat dalam coretan kod Python berikut dan cadangan pembaikan.,0.19388779997825623
2620,Generate an array of random numbers from a given range.,Menjana pelbagai nombor rawak dari julat tertentu.,-0.46018269658088684
2621,Generate the LaTeX code that prints a fraction with the given numerator and denominator.,Menjana kod lateks yang mencetak pecahan dengan pengangka dan penyebut yang diberikan.,-0.3003706634044647
2622,Suggest an algorithm to reverse a linked list.,Cadangkan algoritma untuk membalikkan senarai yang dipautkan.,0.08988137543201447
2623,Generate HTML code to display the top 5 trending topics in a Twitter feed.,Menjana kod HTML untuk memaparkan topik trend 5 teratas dalam suapan Twitter.,-0.28372126817703247
2624,Create a Postgres query to find all entries in a table that have a column with a blank string value.,Buat pertanyaan Postgres untuk mencari semua penyertaan dalam jadual yang mempunyai lajur dengan nil...,-0.5699886083602905
2625,Generate a random integer between 0 and 9.,Menjana integer rawak antara 0 dan 9.,-0.7779750227928162
2626,Write a code snippet to find the greatest of three numbers.,Tulis coretan kod untuk mencari tiga nombor terbesar.,0.2263306826353073
2627,Code a function to generate an array of random numbers.,Kod A berfungsi untuk menghasilkan pelbagai nombor rawak.,-0.16172198951244354
2628,Write a JavaScript snippet to convert a string to lowercase.,Tulis coretan JavaScript untuk menukar rentetan ke huruf kecil.,-0.23076578974723816
2629,Create a function that shuffles the elements of an array,Buat fungsi yang mengosongkan unsur -unsur array,-0.2593637704849243
2630,Write a Vue.js component for displaying a card containing information of a contact.,Tulis komponen vue.js untuk memaparkan kad yang mengandungi maklumat kenalan.,0.035376131534576416
2631,Generate an ArrayList in Java,Menjana arraylist di java,-0.8797152638435364
2632,Design a function to randomly generate passwords of 6 characters each.,Reka bentuk fungsi untuk menjana kata laluan secara rawak sebanyak 6 aksara.,0.09569111466407776
2633,Construct an algorithm that takes in an array of integers and returns a 2D array group of the number...,Membina algoritma yang mengambil pelbagai bilangan bulat dan mengembalikan kumpulan array 2D nombor ...,-0.0764603316783905
2634,Design an algorithm to determine if a singly linked list contains a cycle,Reka bentuk algoritma untuk menentukan sama ada senarai dikaitkan tunggal mengandungi kitaran,-0.6155269145965576
2635,Edit the following code to combine the 'favorite colors' list with a 'favorite animals' list,Edit kod berikut untuk menggabungkan senarai 'warna kegemaran' dengan senarai 'haiwan kegemaran',0.4551617503166199
2636,Generate a JavaScript array to store the five most recent entries of a log.,Menjana pelbagai JavaScript untuk menyimpan lima penyertaan yang paling terkini.,-0.2603197991847992
2637,Generate a program to print out all the greetings for each day of the week,Menjana program untuk mencetak semua ucapan untuk setiap hari dalam seminggu,0.049700792878866196
2638,Write a JavaScript function that takes a string of comma-separated values and returns a new string o...,Tulis fungsi JavaScript yang mengambil rentetan nilai-nilai yang dipisahkan koma dan mengembalikan r...,0.07200188934803009
2639,Convert a given HTML string to a DOM tree Assemble the given HTML string into a DOM tree,Tukar rentetan html yang diberikan ke pokok dom memasang rentetan html yang diberikan ke dalam pokok...,-0.9165864586830139
2640,Create an Apache Spark program to calculate the average number of visits for a website by hour over ...,Buat program Apache Spark untuk mengira bilangan purata lawatan untuk laman web mengikut jam lebih s...,0.1694149374961853
2641,Can you generate a program to calculate the factorial of a given number in Java?,Bolehkah anda menjana program untuk mengira faktorial nombor tertentu di Java?,0.10027866065502167
2642,Design a SQL table to store student contact information.,Reka bentuk jadual SQL untuk menyimpan maklumat hubungan pelajar.,0.34029045701026917
2643,Create an algorithm that sorts an array of strings in alphabetical order.,Buat algoritma yang menyusun pelbagai rentetan dalam susunan abjad.,-0.10113069415092468
2644,Write a function to tokenize a text in a given language.,Tulis fungsi untuk memaksimumkan teks dalam bahasa tertentu.,-0.1348293274641037
2645,Create a code that checks if the parentheses are balanced in a string.,Buat kod yang memeriksa jika kurungan seimbang dalam rentetan.,-0.4207042455673218
2646,Generate a program that creates a multiplication table of specified size.,Menjana program yang mewujudkan jadual pendaraban saiz tertentu.,-0.4818944036960602
2647,Implement a function to list the longest consecutive sequence in an array.,Melaksanakan fungsi untuk menyenaraikan urutan terpanjang berturut -turut dalam array.,-0.22297155857086182
2648,Generate a Java method that sorts an array of integers.,Menjana kaedah Java yang menyusun pelbagai bilangan bulat.,-0.41919657588005066
2649,Write an SQL query to find the records that have the same value in two different columns,Tulis pertanyaan SQL untuk mencari rekod yang mempunyai nilai yang sama dalam dua lajur yang berbeza,0.20762532949447632
2650,Generate a script to extract the header of an HTML page.,Menjana skrip untuk mengekstrak tajuk halaman HTML.,0.13640467822551727
2651,Create a program for generating a password of a given length.,Buat program untuk menghasilkan kata laluan panjang yang diberikan.,-0.2937709093093872
2652,Can you provide a Java program to compute the prime factorization of a given number?,Bolehkah anda menyediakan program Java untuk mengira pemfaktoran utama nombor tertentu?,-0.02803102880716324
2653,Develop a program that takes in a string and removes all duplicates words,Membangunkan program yang mengambil rentetan dan membuang semua perkataan pendua,-0.5128823518753052
2654,Create a neural network model in Keras for predicting whether an email is spam.,Buat model rangkaian saraf di Keras untuk meramalkan sama ada e -mel adalah spam.,0.15984229743480682
2655,Create a GraphQL endpoint for accessing data from a given database table.,Buat titik akhir GraphQL untuk mengakses data dari jadual pangkalan data yang diberikan.,-0.20883627235889435
2656,"Given an array of integers, create a function that returns the sum of the square of the elements.","Memandangkan pelbagai bilangan bulat, buat fungsi yang mengembalikan jumlah persegi unsur -unsur.",-0.6281339526176453
2657,Convert a given list of strings to a dictionary.,Tukar senarai rentetan yang diberikan kepada kamus.,-0.3068365454673767
2658,Generate a SQL query to find the average salary for the software engineer job title.,Menjana pertanyaan SQL untuk mencari gaji purata untuk Tajuk Pekerjaan Jurutera Perisian.,-0.42331403493881226
2659,Generate a SQL query for inserting data into a table.,Menjana pertanyaan SQL untuk memasukkan data ke dalam jadual.,-0.06570445001125336
2660,Write a code to update an existing dictionary with another dictionary,Tulis kod untuk mengemas kini kamus yang ada dengan kamus lain,-0.20153355598449707
2661,Write Java code to sort an array of integers using bubble sort.,Tulis kod Java untuk menyusun pelbagai bilangan bulat menggunakan jenis gelembung.,-0.3315243422985077
2662,Write a code to find the time complexity of a function.,Tulis kod untuk mencari kerumitan masa fungsi.,-0.2909112274646759
2663,Create a Java method to calculate the average of a given array of integers.,Buat kaedah Java untuk mengira purata pelbagai integer yang diberikan.,-0.08493900299072266
2664,Create a function to print out the location of a given person,Buat fungsi untuk mencetak lokasi orang tertentu,-0.0826873779296875
2665,Suggest an improvement in the following code snippet.,Cadangkan peningkatan dalam coretan kod berikut.,-0.35475751757621765
2666,Create a program to encrypt and decrypt a given string.,Buat program untuk menyulitkan dan menyahsulit rentetan yang diberikan.,-0.16188167035579681
2667,Reverse a string in Python without using any built-in string functions,Membalikkan rentetan dalam python tanpa menggunakan fungsi rentetan terbina dalam,-0.4792598485946655
2668,Sort the given numbers in descending order.,Susun nombor yang diberikan dalam urutan menurun.,0.4120657444000244
2669,Design a method in Ruby for deleting a record from a database table.,Reka bentuk kaedah dalam Ruby untuk memadam rekod dari jadual pangkalan data.,0.16233673691749573
2670,How would you design a program that sorts an array of numbers in ascending order?,Bagaimanakah anda merancang program yang menyusun pelbagai nombor dalam urutan menaik?,0.022207237780094147
2671,Generate a Java Program to replace a character in a string with a specified character,Menjana program Java untuk menggantikan watak dalam rentetan dengan watak yang ditentukan,-0.4157262146472931
2672,Generate an algorithm that takes in an array of numbers and returns the cumulative sum of the elemen...,Menjana algoritma yang mengambil pelbagai nombor dan mengembalikan jumlah kumulatif unsur -unsur,-0.018106121569871902
2673,Construct an algorithm to check if a binary tree is a subtree of another tree,Bina algoritma untuk memeriksa sama ada pokok binari adalah subtree pokok lain,-0.6736655831336975
2674,Generate a HTML table that displays a list of 10 customer names randomly chosen from a provided list...,Menjana jadual HTML yang memaparkan senarai 10 nama pelanggan yang dipilih secara rawak dari senarai...,0.30601635575294495
2675,Unroll the given for loop to produce an equivalent while loop.,Buka gelung yang diberikan untuk menghasilkan setara semasa gelung.,-0.7911795377731323
2676,Create a program that organizes an array of integers into ascending order.,Buat program yang menganjurkan pelbagai bilangan bulat ke dalam urutan menaik.,-0.5294914245605469
2677,Create a CSS stylesheet to display a table with two columns that alternate background colors.,Buat lembaran gaya CSS untuk memaparkan jadual dengan dua lajur yang berwarna latar belakang.,-0.08919146656990051
2678,Design a basic messaging system using object-oriented programming.,Reka bentuk sistem pemesejan asas menggunakan pengaturcaraan berorientasikan objek.,-0.25171592831611633
2679,Generate a regex expression to validate a 6-digit zip code.,Menjana ungkapan regex untuk mengesahkan kod zip 6 digit.,-0.07472093403339386
2680,Create a list comprehension to extract a given pattern from a string.,Buat pemahaman senarai untuk mengekstrak corak yang diberikan dari rentetan.,-0.2909286916255951
2681,Write a Python function that calculates the sum of all even numbers within a given range,Tulis fungsi python yang mengira jumlah semua nombor walaupun dalam julat tertentu,-0.05814693495631218
2682,Create a CSS stylesheet to style the following elements.,Buat lembaran gaya CSS untuk gaya unsur -unsur berikut.,-0.21301719546318054
2683,Create a PHP script that takes as input an array of names and prints out the name that comes first w...,Buat skrip PHP yang mengambil sebagai input pelbagai nama dan mencetak nama yang terlebih dahulu apa...,-0.12843137979507446
2684,Create a loop in Python that prints each item of the following list with a message:,Buat gelung di Python yang mencetak setiap item senarai berikut dengan mesej:,-0.5116580128669739
2685,Generate an efficient SQL query to check if a user exists in a given table.,Menjana pertanyaan SQL yang cekap untuk memeriksa sama ada pengguna wujud dalam jadual yang diberika...,-0.28656822443008423
2686,Implement a bloom filter to check for duplicate words in a given sentence.,Melaksanakan penapis mekar untuk memeriksa perkataan pendua dalam ayat yang diberikan.,-0.8094643950462341
2687,Generate a regular expression that can identify integers in a given string.,Menjana ungkapan biasa yang dapat mengenal pasti bilangan bulat dalam rentetan yang diberikan.,-0.23162175714969635
2688,Generate a list of prime numbers between a given range.,Menjana senarai nombor perdana antara julat tertentu.,-0.41108670830726624
2689,What is the purpose of Python decorators?,Apakah tujuan penghias python?,0.19674652814865112
2690,Write a Ruby method to convert a given string of characters to an integer.,Tulis kaedah ruby untuk menukar rentetan aksara yang diberikan kepada integer.,-0.534892737865448
2691,Write a JavaScript program to reverse a given array of characters in place?,Tulis program JavaScript untuk membalikkan pelbagai watak yang diberikan?,-0.3807081878185272
2692,Identify the output of the following python code snippet:,Kenal pasti output coretan kod python berikut:,0.23549194633960724
2693,Generate a SQL query to return a table of data with the given columns.,Menjana pertanyaan SQL untuk mengembalikan jadual data dengan lajur yang diberikan.,-0.3328101336956024
2694,Generate a JavaScript code to split a given paragraph into an array of sentences.,Menjana kod JavaScript untuk memecah perenggan yang diberikan ke dalam pelbagai ayat.,0.23874054849147797
2695,Write a bash/bash script process some acquired data and calculate the average performance.,Tulis Proses Skrip Bash/Bash Beberapa data yang diperoleh dan hitung prestasi purata.,-0.18324729800224304
2696,Create a function that takes in an array of integers and sort it in decreasing order.,Buat fungsi yang mengambil pelbagai bilangan bulat dan menyusunnya dalam urutan penurunan.,-0.03607013076543808
2697,Create an NLP pipeline to extractnamed entities from a given sentence.,Buat saluran paip NLP kepada entiti yang diekstrak dari ayat yang diberikan.,-0.5385528802871704
2698,Implement a Greedy Snake game that can be played in a console.,Melaksanakan permainan ular tamak yang boleh dimainkan dalam konsol.,-0.1762290894985199
2699,Discretize the given non-linear regression model.,Membezakan model regresi bukan linear yang diberikan.,-0.31634727120399475
2700,Modify the following Python program to calculate the factorial of a given number.,Ubah suai program python berikut untuk mengira faktorial nombor tertentu.,-0.029459502547979355
2701,Generate code to reverse a given string in JavaScript.,Menjana kod untuk membalikkan rentetan yang diberikan dalam JavaScript.,0.1777975857257843
2702,Can you generate an HTML page to display the following text?,Bolehkah anda menjana halaman HTML untuk memaparkan teks berikut?,0.4431053698062897
2703,Create an area of a circle calculator in C#,Buat kawasan kalkulator bulatan di C#,-0.0461735762655735
2704,Rewrite the code snippet with updated syntax for Python 3.,Tulis semula coretan kod dengan sintaks yang dikemas kini untuk Python 3.,0.13484463095664978
2705,Develop a Ruby code to convert string to date,Kembangkan kod ruby untuk menukar rentetan setakat ini,-0.43838053941726685
2706,Design a function to reorder a string.,Reka bentuk fungsi untuk menyusun semula rentetan.,-0.16289176046848297
2707,Create an SQL query to find the employees with salary less than the average salary,Buat pertanyaan SQL untuk mencari pekerja dengan gaji kurang daripada gaji purata,0.0298607274889946
2708,Design and implement a function to calculate the median of an array of numbers,Merancang dan melaksanakan fungsi untuk mengira median pelbagai nombor,-0.5678407549858093
2709,Construct a program that can encode strings into their corresponding binary representation.,Membina program yang boleh menyandarkan rentetan ke dalam perwakilan binari yang sepadan.,-0.7114089131355286
2710,Generate an efficient algorithm to sort an array of 100 numbers.,Menjana algoritma yang cekap untuk menyusun pelbagai 100 nombor.,0.1057838499546051
2711,Generate a SQL query to find the customers with the least purchases from a table named 'customers',Menjana pertanyaan SQL untuk mencari pelanggan dengan pembelian paling sedikit dari jadual yang dina...,-0.49982115626335144
2712,Write a Java program that converts a given string to lowercase.,Tulis program Java yang menukarkan rentetan yang diberikan kepada huruf kecil.,-0.11033973097801208
2713,Generate a Python code that prints the following sequence of characters ( ABCDEFGHIJ ).,Menjana kod python yang mencetak urutan aksara berikut (abcdefghij).,-0.29907920956611633
2714,Generate a random string of a given length using an algorithm.,Menjana rentetan rawak panjang yang diberikan menggunakan algoritma.,-0.22749246656894684
2715,Create a function to sort an array of objects by their time-stamp in increasing order.,Buat fungsi untuk menyusun pelbagai objek dengan stamp masa mereka dalam peningkatan urutan.,-0.7357314229011536
2716,Create a Swift program to rotate an array of integers clockwise.,Buat program Swift untuk memutar pelbagai bilangan bulat mengikut arah jam.,-0.46032267808914185
2717,Compute the average of 10 float point numbers.,Kirakan purata 10 nombor titik terapung.,-0.16869798302650452
2718,Create a function in JavaScript for validating an email address.,Buat fungsi dalam JavaScript untuk mengesahkan alamat e -mel.,0.1557239592075348
2719,Create a Swift program that displays an alert message when a user taps a button.,Buat program SWIFT yang memaparkan mesej amaran apabila pengguna mengetuk butang.,-0.03128481283783913
2720,Create a webservice that calls a machine learning model which predicts house prices,Buat perkhidmatan web yang memanggil model pembelajaran mesin yang meramalkan harga rumah,0.3611319959163666
2721,Write code to convert all characters in a string to lowercase.,Tulis kod untuk menukar semua aksara dalam rentetan ke huruf kecil.,0.040860556066036224
2722,Generate a Java program to sort an array of integers in decreasing order of frequency.,Menjana program Java untuk menyusun pelbagai bilangan bulat dalam penurunan urutan kekerapan.,-0.17800922691822052
2723,Implement a breadth-first search algorithm for a given binary tree.,Melaksanakan algoritma carian terlebih dahulu untuk pokok binari yang diberikan.,-0.5729063153266907
2724,Create a class to store a student's grades.,Buat kelas untuk menyimpan gred pelajar.,-0.31533029675483704
2725,Construct a Jinja2 template to return the longest word among a list of words,Bina templat jinja2 untuk mengembalikan perkataan terpanjang di antara senarai perkataan,-0.3110194504261017
2726,Produce an SQL query to extract the average salary of all employees in the employee table,Menghasilkan pertanyaan SQL untuk mengekstrak gaji purata semua pekerja dalam jadual pekerja,-0.3906818926334381
2727,Optimize the following code by replacing the two for loop with a single loop,Mengoptimumkan kod berikut dengan menggantikan kedua untuk gelung dengan satu gelung,-0.5984218716621399
2728,Transform the following code snippet using an algorithm to make it more efficient,Ubah coretan kod berikut menggunakan algoritma untuk menjadikannya lebih cekap,0.3258392810821533
2729,Construct a SQL query to find the average salary of all employees in a given department.,Bina pertanyaan SQL untuk mencari gaji purata semua pekerja di jabatan tertentu.,0.17514590919017792
2730,Design a PHP program to calculate the average grade of a given set of student's grades,Reka Program PHP untuk mengira gred purata set gred pelajar yang diberikan,-0.018968362361192703
2731,Construct a list of prime numbers between a given range.,Membina senarai nombor perdana antara julat tertentu.,-0.39777642488479614
2732,Write a Spark job to calculate the median and standard deviation of a dataset.,Tulis kerja percikan untuk mengira median dan sisihan piawai dataset.,-0.8336183428764343
2733,Suggest a supervised learning algorithm to improve the accuracy of a dataset,Cadangkan algoritma pembelajaran yang diselia untuk meningkatkan ketepatan dataset,0.13996542990207672
2734,Generate an array of 20 random integers between 1 and 100.,Menjana pelbagai 20 bilangan bulat rawak antara 1 dan 100.,-0.21630427241325378
2735,Find the longest words in a list,Cari kata -kata terpanjang dalam senarai,0.1896636039018631
2736,Build an algorithm to compute the surface area of a regular polygon of a given number of sides.,Bina algoritma untuk mengira kawasan permukaan poligon biasa dari bilangan sisi tertentu.,0.0739976167678833
2737,Write a code to calculate the same of the squares of the first n natural numbers.,Tulis kod untuk mengira yang sama dari dataran nombor semulajadi N yang pertama.,-0.42533472180366516
2738,Generate a function to solve this sorting problem,Menjana fungsi untuk menyelesaikan masalah penyortiran ini,-0.23425334692001343
2739,Create a program in JavaScript that converts an array of strings into a single string.,Buat program dalam JavaScript yang menukarkan pelbagai rentetan ke dalam satu rentetan.,-0.008359398692846298
2740,Generate a Python class for a Person that has methods and attributes to work with names and ages.,Menjana kelas python untuk seseorang yang mempunyai kaedah dan atribut untuk bekerja dengan nama dan...,-0.6992496848106384
2741,Construct an algorithm which computes the longest common sequence of two strings.,Membina algoritma yang mengira urutan biasa dua rentetan.,-0.56732177734375
2742,Write an algorithm in Python to generate a random non-repeating integer array of size N,Tulis algoritma dalam python untuk menghasilkan pelbagai saiz integer yang tidak berulang dengan sai...,-0.15366703271865845
2743,Construct a function to verify the password of a system.,Bina fungsi untuk mengesahkan kata laluan sistem.,0.3024088442325592
2744,Implements a function to determine if a given list has duplicates,Melaksanakan fungsi untuk menentukan sama ada senarai tertentu mempunyai pendua,-0.27420559525489807
2745,Create a machine learning model to predict a dependent variable from an independent variable.,Buat model pembelajaran mesin untuk meramalkan pemboleh ubah bergantung dari pemboleh ubah bebas.,-0.27736276388168335
2746,Update the following method to include error handling for a divide by zero error.,Kemas kini kaedah berikut untuk memasukkan pengendalian ralat untuk membahagikan ralat sifar.,-0.5288987755775452
2747,Design a sorting algorithm that is faster than Bubble Sort.,Reka bentuk algoritma penyortiran yang lebih cepat daripada jenis gelembung.,-0.40066275000572205
2748,Write an algorithm to calculate the area of a circle given its radius.,Tulis algoritma untuk mengira kawasan bulatan yang diberikan jejari.,-0.029911499470472336
2749,Develop a Python script to convert a list of words into a dictionary with its frequency count as the...,Membangunkan skrip python untuk menukar senarai perkataan ke dalam kamus dengan kiraan kekerapannya ...,-0.327482670545578
2750,Create a program to convert a given string containing lowercase characters to its reverse case equiv...,Buat satu program untuk menukar rentetan yang diberikan yang mengandungi aksara huruf kecil kepada k...,-0.5043712854385376
